item	item_desc	qty	lot_no	location	received_date	exp_date
102368501	CT 1122-A (AUP-BF) NO.7	3000	J/B170802-01-7-A	blank	2017-11-02	2018-05-02
102368601	CT 1122-B (AUP-BF) NO.7	3000	J/B170803-02-7-B	blank	2017-11-02	2018-05-02
102368701	CT 1122-C (AUP-BF) NO.7	3000	J/B170803-01-7-C	blank	2017-11-02	2018-05-02
021889502	CT 1543 B BF NO.2	3000	C171026-01-2-B	blank	2017-11-02	2018-05-02
101931601	CT 1699 A BF (YEC)	3000	J171004-01-3-A	blank	2017-11-02	2018-05-02
103290901	CT 1709-AB BF	3000	M170919-05-6	blank	2017-11-02	2018-05-02
104140601	CT 2180-2 (PLATED)	22000	M171025-1-0001	blank	2017-11-02	2018-05-02
104140601	CT 2180-2 (PLATED)	39000	M171025-1-0002	blank	2017-11-02	2018-05-02
021495401	CT 2418 A AU-B (WIRE CUT)	50	171031	S-RF/L6-00307	2017-11-02	2018-05-02
021495501	CT 2418 B AU-B (WIRE CUT)	50	171031	S-RF/L6-00308	2017-11-02	2018-05-02
021495601	CT 2418 C AU-B (WIRE CUT)	50	171031	S-RF/L6-00309	2017-11-02	2018-05-02
101861601	CT 3594 BF(YEC)	129000	G171025-01-1	blank	2017-11-02	2018-05-02
101861601	CT 3594 BF(YEC)	99552	G171025-02-1	blank	2017-11-02	2018-05-02
103291601	CT 3855-1-ABC	3900	D170817-03-1	blank	2017-11-02	2018-05-02
106979701	CT 4029-E	84490	E171016-2-1	 	2017-11-02	2018-05-02
106979701	CT 4029-E	130720	E171016-3-1	 	2017-11-02	2018-05-02
106979701	CT 4029-E	130230	E171016-4-1	 	2017-11-02	2018-05-02
106979701	CT 4029-E	130340	E171017-2-1	 	2017-11-02	2018-05-02
106979701	CT 4029-E	130090	E171017-1-1	 	2017-11-02	2018-05-02
106979701	CT 4029-E	129810	E171017-3-1	 	2017-11-02	2018-05-02
106979701	CT 4029-E	90940	E171016-1-1	 	2017-11-02	2018-05-02
103973401	CT 4304-B.D.F PIN	5000	C171020-01-1	blank	2017-11-02	2018-05-02
104966802	CT 4741-2-A/B/C	16000	J171024-13-3	blank	2017-11-02	2018-05-02
104966802	CT 4741-2-A/B/C	15000	J171024-14-3	blank	2017-11-02	2018-05-02
106062901	CT 5128-A/B-YD	49600	E171016-05-1	blank	2017-11-02	2018-05-02
106062901	CT 5128-A/B-YD	50600	E171016-06-1	blank	2017-11-02	2018-05-02
106062901	CT 5128-A/B-YD	50700	E171016-07-1	blank	2017-11-02	2018-05-02
106062901	CT 5128-A/B-YD	50600	E171017-01-1	blank	2017-11-02	2018-05-02
106062901	CT 5128-A/B-YD	17600	E171017-06Z-1	blank	2017-11-02	2018-05-02
106062901	CT 5128-A/B-YD	49700	E171017-07-1	blank	2017-11-02	2018-05-02
021390501	CT 1007 B BF	3000	H171026-01-3-B	blank	2017-11-02	2018-05-02
101730101	CT 304-2B-F	30000	F3143-1	blank	2017-11-02	2018-05-02
101730101	CT 304-2B-F	27800	F3143-2	blank	2017-11-02	2018-05-02
