item	item_desc	qty	lot_no	location	received_date	exp_date
106958101	CT 4069-2-ABC-YD	31300	B171103-04-1	 	2017-11-23	2018-05-23
106958101	CT 4069-2-ABC-YD	30500	B171103-07-1	 	2017-11-23	2018-05-23
106958101	CT 4069-2-ABC-YD	31800	B171103-03-1	 	2017-11-23	2018-05-23
106958101	CT 4069-2-ABC-YD	31700	B171103-01M-1	 	2017-11-23	2018-05-23
106958101	CT 4069-2-ABC-YD	32000	B171102-10-1	 	2017-11-23	2018-05-23
106958101	CT 4069-2-ABC-YD	26500	B171102-03-1	 	2017-11-23	2018-05-23
106958101	CT 4069-2-ABC-YD	30200	B171103-08-1	 	2017-11-23	2018-05-23
104525201	CT 2611-A/B-2 NO.12	50000	G171116-04-12	blank	2017-11-23	2018-05-23
104525201	CT 2611-A/B-2 NO.12	34000	G171116-03-12	blank	2017-11-23	2018-05-23
104525201	CT 2611-A/B-2 NO.12	50000	G171116-01-13	blank	2017-11-23	2018-05-23
106090901	CT 2911-5-A/B	50000	J171116-02-1	blank	2017-11-23	2018-05-23
106090901	CT 2911-5-A/B	49000	J171116-01-1	blank	2017-11-23	2018-05-23
101931601	CT 1699 A BF (YEC)	4800	J171115-01-3-A	blank	2017-11-23	2018-05-23
021614501	CT SMT-8103 AUP-B	727	E171108-01	S-RK/L2-00650	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	28300	FY134-4	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	32000	FY134-3	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	31000	FY134-2	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	30000	FY134-1	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	27600	FY104-4	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	28000	FY104-3	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	30500	FY104-2	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	31000	FY104-1	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	30300	FY134-6	blank	2017-11-23	2018-05-23
101506501	CT 304-1B-F[R]	32000	FY134-5	blank	2017-11-23	2018-05-23
105664801	CT 4090-1-A/B	16100	L170901-04-1	blank	2017-11-23	2018-05-23
103975401	CT 4304-A.C.E..PIN	9300	C171116-01-1	blank	2017-11-23	2018-05-23
021430301	CT 1665 E BF	4300	B170722-02-1-E	blank	2017-11-23	2018-05-23
021430401	CT 1665 F BF	3000	B170911-01-1-F	blank	2017-11-23	2018-05-23
105734301	CT 5117	243	A-24	S-RL/L1-00720	2017-11-23	2018-05-23
103619202	CT 3916-T-2-C	285	D170915-01-1-C	blank	2017-11-23	2018-05-23
021375301	CT 814 B AU-B	3000	D170906-1-1-B	S-RI/L3-00512	2017-11-23	2018-05-23
021378501	CT 866 C AU-B	5000	F171107-01-1-C	S-RI/L6-00481	2017-11-23	2018-05-23
021378501	CT 866 C AU-B	3375	F171107-03-1-C	S-RI/L6-00481	2017-11-23	2018-05-23
021378501	CT 866 C AU-B	5090	F171107-02-1-C	S-RI/L6-00481	2017-11-23	2018-05-23
021364302	CT 725 A AU-B	300	B160801-01-1-A	S-RH/L1-00477	2017-11-23	2018-05-23
101202701	CT 623-2A AU-B	277	H160722-01-1-A	S-RH/L5-00433	2017-11-23	2018-05-23
021381201	CT 892-2B AU-B	-292	D141006-03-1-B	S-RI/L5-00497	2017-11-23	2018-05-23
101202801	CT 623-2B AU-B	284	H170328-1-1-B	S-RH/L5-00432	2017-11-23	2018-05-23
021381101	CT 892-2A AU-B	108	D141006-03-1-A	S-RI/L5-00496	2017-11-23	2018-05-23
021346401	CT 376-B AU-B	139	B150715-01-B	S-RN/L2-00827	2017-11-23	2018-05-23
021364402	CT 725 B AU-B	300	B160801-01-1-B	S-RH/L2-00467	2017-11-23	2018-05-23
021364801	CT 341 BF	5000	K170908-002-2	S-RP/L4-00927	2017-11-23	2018-05-23
021374901	CT 814 C AU-B	2580	D170908-1-1-C	S-RI/L3-00511	2017-11-23	2018-05-23
106381701	NP504-432-073#LB	6	160503-04	blank	2016-05-23	2018-05-23
106034001	NP504-504-018#IN	2	160428-83	blank	2016-05-23	2018-05-23
106034901	NP504-899-018#LO	4	160422-70	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	2400	C160512	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	4000	C160509	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	3200	C160503	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	6400	C160504	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	8400	C160507	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	1600	C160508	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	2000	C160512	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	4800	C160505	blank	2016-05-23	2018-05-23
106337501	NP504-504-018#SP-1	1200	C160506	blank	2016-05-23	2018-05-23
104348603	CT 4368 #SPRING-2 (MICRO)	150000	16523	blank	2016-05-23	2018-05-23
106563401	CT 5420-Y#SPRING (MICRO)	56000	165a171	 	2016-05-23	2018-05-23
106200301	PS44-44-5011#IN	403	160517	R44-2/L1-08398	2016-05-23	2018-05-23
106560401	IC561-665-185#PB-T(100-299)	15	A20160522-3	 	2016-05-23	2018-05-23
106560501	IC561-665-185#PB-L-1(100-299)	15	A2016522-3	 	2016-05-23	2018-05-23
106460701	IC561-665-185#PB-B	15	16512	blank	2016-05-23	2018-05-23
106460901	IC561-665-185#PB-L-2	15	16521	blank	2016-05-23	2018-05-23
106563301	CT 5420-Y#BARREL (NANSIN)	-3660	MT160466-1	 	2016-05-23	2018-05-23
106563301	CT 5420-Y#BARREL (NANSIN)	-4200	MT160466-2	 	2016-05-23	2018-05-23
106563301	CT 5420-Y#BARREL (NANSIN)	-3940	MT160466-4	 	2016-05-23	2018-05-23
106563301	CT 5420-Y#BARREL (NANSIN)	-4020	MT160466-3	 	2016-05-23	2018-05-23
106254801	CT 5331-Y#BARREL (NANSIN)	1000	16523	blank	2016-05-23	2018-05-23
