item	item_desc	qty	lot_no	location	received_date	exp_date
106337501	NP504-504-018#SP-1	14800	B160425	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	5600	B160419	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	5600	B160424	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	5600	B160422	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	11200	B160423	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	4000	B160417	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	1200	B160421	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	4400	B160424	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	1600	B160420	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	3600	B160423	blank	2016-04-30	2018-04-30
106337501	NP504-504-018#SP-1	5200	B160422	blank	2016-04-30	2018-04-30
100647101	CS-11 SUS (YAMANI)	9465	1	R01-1/L5-00002	2016-04-30	2018-04-30
100521401	CS-342	446827	1	R01-1/L2-00086	2016-04-30	2018-04-30
101141001	CS-420	20000	1	R02-1/L4-00326	2016-04-30	2018-04-30
102450201	CS-520	309320	1	R02-1/L3-00358	2016-04-30	2018-04-30
104700001	CS-667	81250	1	R01-1/L4-00048	2016-04-30	2018-04-30
104966401	CS-704	131670	1	R05-2/L4-01303	2016-04-30	2018-04-30
105192801	CS-716	30000	1	R39-2/L2-07362	2016-04-30	2018-04-30
106035001	CS-790	-19310	1	blank	2016-04-30	2018-04-30
021714001	CS-K1020	5000	1	R01-1/L5-00013	2016-04-30	2018-04-30
021726201	CS-K5053	5000	1	R03-1/L4-00589	2016-04-30	2018-04-30
100547801	CS-K5058	40000	1	R03-1/L4-00599	2016-04-30	2018-04-30
105992101	CS-K5058(AYE)	-10000	1	blank	2016-04-30	2018-04-30
100647401	CS-K5063 	90000	1	R03-1/L5-00568	2016-04-30	2018-04-30
021735601	CS-K5074	5000	1	R03-1/L4-00590	2016-04-30	2018-04-30
101675401	CS-K5084	5000	1	R03-1/L2-00648	2016-04-30	2018-04-30
021716801	CS-K5102	10000	1	R03-1/L4-00596	2016-04-30	2018-04-30
021722001	CS-K5103	4600	1	R03-1/L4-00595	2016-04-30	2018-04-30
103109001	CS-K5109	1508	1	R05-2/L4-01293	2016-04-30	2018-04-30
021715101	CS-K5128	19284	1	R02-1/L1-00419	2016-04-30	2018-04-30
021722701	CS-K5140	24380	1	R03-1/L5-00563	2016-04-30	2018-04-30
