item	item_desc	qty	lot_no	location	received_date	exp_date
102368701	CT 1122-C (AUP-BF) NO.7	13200	J/B171123-01-7-C	blank	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	25500	L170914-3-Y-0011	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	27100	L170912-3-Y-0006	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	26000	L170917-3-Z-0003	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	25600	L170917-3-Z-0002	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	30000	L170919-3-A-0006	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	30000	L170919-3-A-0002	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29400	L170920-3-A-0009	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29900	L170920-3-A-0008	 	2017-12-01	2018-06-01
106896101	CT 2088-YD-A/B/C (FURUKAWA)	26700	L170920-3-A-0011	 	2017-12-01	2018-06-01
102125601	CT 2492-B BF NO.3	13000	E170824-01-3-B	blank	2017-12-01	2018-06-01
021577203	CT 2603-1 BF	5300	E171122-01-1	blank	2017-12-01	2018-06-01
021527802	CT 2633 B AU-B	2460	F171122-01-1-B	blank	2017-12-01	2018-06-01
104380701	CONTACT 3590 NI	17900	G171124-04-2	blank	2017-12-01	2018-06-01
104380701	CONTACT 3590 NI	-1000	G171124-01-2	blank	2017-12-01	2018-06-01
104380701	CONTACT 3590 NI	59500	G171123-05-2	blank	2017-12-01	2018-06-01
104380701	CONTACT 3590 NI	59500	G171123-06-2	blank	2017-12-01	2018-06-01
103330701	CT 4029 BF	100000	E171125-02-1	blank	2017-12-01	2018-06-01
103330701	CT 4029 BF	70000	E171124-01-1	blank	2017-12-01	2018-06-01
103330701	CT 4029 BF	100000	E171125-01-1	blank	2017-12-01	2018-06-01
106979701	CT 4029-E	109270	E171120-3-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	109860	E171121-1-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	130530	E171118-1-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	130690	E171118-2-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	129100	E171117-1-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	110200	E171120-2-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	70830	E171118-3-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	109810	E171120-1-1	 	2017-12-01	2018-06-01
106979701	CT 4029-E	111480	E171121-2-1	 	2017-12-01	2018-06-01
105192501	CT 4753-A	3000	A171123-1-1-A	blank	2017-12-01	2018-06-01
106747101	CT 5504-A/B	3000	A171124-01-1	blank	2017-12-01	2018-06-01
101931601	CT 1699 A BF (YEC)	4500	J171115-01-3-A	blank	2017-12-01	2018-06-01
101931701	CT 1699 B BF (YEC)	4300	J171004-01-3-B	blank	2017-12-01	2018-06-01
