item	item_desc	qty	lot_no	location	received_date	exp_date
105715501	CT 4741-7-A/B-PD	20600	J171120-04-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20400	J171120-03-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20300	J171120-02-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20600	J171120-01M-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20300	J171117-02-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20100	J171117-01-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	19700	J171117-05-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20300	J171117-04-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20800	J171117-03-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20500	J171120-08-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20000	J171120-07Z-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20600	J171120-06-3	blank	2017-12-16	2018-06-16
105715501	CT 4741-7-A/B-PD	20400	J171120-05-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	10300	J171116-07Z-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20400	J171116-06-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	15700	J171115-01M-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	15600	J171114-03-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	15500	J171114-02-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	15400	J171114-01M-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20300	J171116-01Z-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20300	J171115-06-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	19900	J171113-02-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20400	J171113-01-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20500	J171115-05-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20600	J171115-04-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	15600	J171115-03-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	15300	J171115-02-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20400	J171116-05-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20300	J171116-04-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20300	J171116-03-3	blank	2017-12-16	2018-06-16
105718301	CT 4741-6-A/B/C-PD	20300	J171116-02-3	blank	2017-12-16	2018-06-16
106979701	CT 4029-E	45600	E171123-1-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	101660	E171123-2-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	110810	E171122-4-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	55190	E171122-5-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	53210	E171121-5-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	110670	E171122-1-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	80100	E171122-6-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	101210	E171121-3-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	103010	E171122-2-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	50850	E171122-3-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	111600	E171121-4-1	 	2017-12-16	2018-06-16
106979701	CT 4029-E	81040	E171201-2-1	 	2017-12-16	2018-06-16
103291701	CT 3855-2-ABC	40000	D171208-05-1	blank	2017-12-16	2018-06-16
103291701	CT 3855-2-ABC	40000	D171208-04-1	blank	2017-12-16	2018-06-16
103291701	CT 3855-2-ABC	40000	D171208-03-1	blank	2017-12-16	2018-06-16
103291701	CT 3855-2-ABC	40000	D171208-02-1	blank	2017-12-16	2018-06-16
103291701	CT 3855-2-ABC	39000	D171208-01-1	blank	2017-12-16	2018-06-16
105014502	CT 4767-2	129100	H171209-02-6	blank	2017-12-16	2018-06-16
105014502	CT 4767-2	100000	H171209-01-6	blank	2017-12-16	2018-06-16
106091001	CT 4610-H	19300	G170713-01-1	blank	2017-12-16	2018-06-16
105648301	NP583-092-001P#IN	74	D060610R	R22-1/L1-04407	2016-06-16	2018-06-16
106349001	NP351-400-678#CV-2	25	160613	R35-2/L1-06658	2016-06-16	2018-06-16
020396401	IC200-0844-003#IN-A	25	160614	R40-2/L2-07526	2016-06-16	2018-06-16
105450601	IC-841-4#IN	76	A060610R	R24-2/L2-04816	2016-06-16	2018-06-16
100793501	NP351-340-420#GP	19	160614	R13-1/L2-02750	2016-06-16	2018-06-16
020438901	IC234-1604-018#IN-A	50	14-4/17	R40-1/L3-07406	2016-06-16	2018-06-16
020439002	IC234-1604-018P#IN-B	43	26-May	R38-2/L2-07164	2016-06-16	2018-06-16
106141801	NP364-160#CV NO.2	34	E160610	R13-2/L3-02799	2016-06-16	2018-06-16
106141801	NP364-160#CV NO.2	965	E160526	R13-2/L3-02799	2016-06-16	2018-06-16
101851301	NP444-0769-007#CV	39	A120607	R35-2/L2-06633	2016-06-16	2018-06-16
101851501	NP444-1225-007#LO	39	A120424	R32-1/L2-06014	2016-06-16	2018-06-16
020846302	IC357-0804-034#LB	96	A060609R	R30-2/L3-05701	2016-06-16	2018-06-16
104680202	IC357-1764-098P#IN-B	10	B060606R	R16-2/L3-03340	2016-06-16	2018-06-16
101851401	NP444-1225-007#SD	39	A120426	R33-2/L1-06296	2016-06-16	2018-06-16
021079901	IC51-0851-2135#LB PES	22	A060607R	blank	2016-06-16	2018-06-16
020585901	NP351-15208#LT-1	642	G040127R	R07-1/L4-01713	2016-06-16	2018-06-16
101851202	NP444-0769-007#IN-P	39	B120423	R37-1/L2-06891	2016-06-16	2018-06-16
020119601	IC51-0162-748#IN PES	20	B060308R	R34-1/L2-06369	2016-06-16	2018-06-16
101881801	IC398-0156-176#GP	151	A060818	blank	2016-06-16	2018-06-16
106331402	IC-877-1#LB	51	B060610R	 	2016-06-16	2018-06-16
020443203	IC234-1004-023N#IN-B	24	E060609R	R20-1/L1-04036	2016-06-16	2018-06-16
106280901	NP587-001#IN	2069	160608	blank	2016-06-16	2018-06-16
106280901	NP587-001#IN	954	160607	blank	2016-06-16	2018-06-16
105632401	IC234-1004-408#IN-A	4321	A060609R	R40-2/L1-07560	2016-06-16	2018-06-16
106268501	IC357-0324-171P#IN-B	25	150825	R13-1/L3-02721	2016-06-16	2018-06-16
104697901	NP566-729-001#LO-2	424	B160519	R32-2/L3-06058	2016-06-16	2018-06-16
105648601	NP583-001#CV	1443	E060610R	R22-2/L3-04412	2016-06-16	2018-06-16
105965201	NP583-020-009#LB	3502	B060610R	R13-2/L1-02862	2016-06-16	2018-06-16
020842003	IC357-1444-030#SD	199	B060609R	R33-2/L3-06258	2016-06-16	2018-06-16
106268401	IC357-0324-171#IN-A	25	150825	R13-2/L1-02854	2016-06-16	2018-06-16
020842103	IC357-1444-030#LB	171	C060606R	R30-1/L3-05627	2016-06-16	2018-06-16
105265301	CT 4683 #PLUNGER	100000	C160611-01-1	blank	2016-06-16	2018-06-16
105265301	CT 4683 #PLUNGER	89800	C160611-02-1	blank	2016-06-16	2018-06-16
105265301	CT 4683 #PLUNGER	55000	C160610-02-1	blank	2016-06-16	2018-06-16
104966001	IC357-104#ME	44000	160615	R05-2/L2-01370	2016-06-16	2018-06-16
100557601	IC280-323-453#GP	180	160613	blank	2016-06-16	2018-06-16
102890402	NP444-0753-014#LT	161	160610	R08-1/L3-02030	2016-06-16	2018-06-16
020846002	IC357-0804-034#IN-A	96	A060609R	R21-1/L2-04198	2016-06-16	2018-06-16
020846102	IC357-0804-034P#IN-B	96	A060609R	R38-2/L3-07158	2016-06-16	2018-06-16
106524801	CT 5127#PLUNGER-B-5	51300	C160608-01-1	 	2016-06-16	2018-06-16
106524801	CT 5127#PLUNGER-B-5	53000	C160607-02-1	 	2016-06-16	2018-06-16
106524801	CT 5127#PLUNGER-B-5	49500	C160607-03-1	 	2016-06-16	2018-06-16
106524801	CT 5127#PLUNGER-B-5	56900	C160607-04-1	 	2016-06-16	2018-06-16
104522803	CT 4533-Y #BARREL (NANSIN)	3176	MT160620-1	blank	2016-06-16	2018-06-16
104522803	CT 4533-Y #BARREL (NANSIN)	2458	MT160620-2	blank	2016-06-16	2018-06-16
020440701	IC234-0484-034#IN-A	170	B060609R	R22-2/L2-04441	2016-06-16	2018-06-16
021722101	ST-94	156	160613	R44-2/L1-08388	2016-06-16	2018-06-16
021704701	ST-26 RW PPS	719	L160602	R44-2/L3-08326	2016-06-16	2018-06-16
103973701	ST-119	758	A060613R	R44-2/L1-08399	2016-06-16	2018-06-16
105649201	D13-136#SF	23000	A-234893	R06-1/L2-01511	2016-06-16	2018-06-16
104866001	LOCK NUT M1.6 MS-2.5-M1.6-3.0	107	16-6-14	R05-2/L3-01343	2016-06-16	2018-06-16
021646602	M SHAFT-71 (1.5 L=21.5) [R]	9870	CZ-234891	R05-1/L1-01239	2016-06-16	2018-06-16
106282301	D15-286#SF	19500	A-234883	R03-2/L4-00734	2016-06-16	2018-06-16
104770001	SPRING LOCK WASHER SUS(M1.7X3.5X0.4)	121	16-6-15	R05-2/L2-01345	2016-06-16	2018-06-16
021646002	M SHAFT-66 (3.0 L=42) [R]	399	CZ-015100	R05-1/L1-01244	2016-06-16	2018-06-16
021644802	M SHAFT-52 (2.0 L=45) [R]	538	CZ-2348654	R05-1/L2-01232	2016-06-16	2018-06-16
021647002	M SHAFT-78 (3.0 L=34) [R]	97	CZ-234749	R05-1/L1-01243	2016-06-16	2018-06-16
021646002	M SHAFT-66 (3.0 L=42) [R]	518	CZ-015048	R05-1/L1-01244	2016-06-16	2018-06-16
021644702	M SHAFT-50 (2.0 L=38) [R]	109	CZ-232438	R05-1/L2-01231	2016-06-16	2018-06-16
106282101	CS-851	97896	660900	R03-2/L5-00710	2016-06-16	2018-06-16
100379902	IC398-0289-054#SP-B	723	E060613R	R43-1/L2-08040	2016-06-16	2018-06-16
100380002	IC398-0289-054#SP-C	723	D060613R	R43-1/L2-08039	2016-06-16	2018-06-16
104549702	TR196-1011	435	1	blank	2016-06-16	2018-06-16
106578401	IC561-049-224#PB-L-2(200-499)	242	A20160605-4	 	2016-06-16	2018-06-16
106578201	IC561-049-224#PB-B(200-499)	242	A20160615-4	 	2016-06-16	2018-06-16
106578301	IC561-049-224#PB-L-1(200-499)	242	A20160515-4	 	2016-06-16	2018-06-16
106578101	IC561-049-224#PB-T(200-499)	242	A20160615-4	 	2016-06-16	2018-06-16
106557501	CT 5401-Y#BARREL-2 (CSH)	168	16616	 	2016-06-16	2018-06-16
